frame_num,id_class,id,box_X,box_Y,box_W,box_H,gender
16796,0,2914,1405,246,102,167,
16797,0,2706,873,3,119,175,0.0
16797,0,2798,1838,113,79,203,
16797,0,2905,1435,289,167,224,
16797,0,2912,1567,213,43,64,
16797,0,2913,1406,221,74,128,
16797,0,2915,1467,216,69,121,
16799,0,2554,1407,266,102,149,1.0
16799,0,2706,873,3,118,175,0.0
16799,0,2798,1837,113,81,201,
16799,0,2905,1443,298,163,214,
16799,0,2912,1568,214,41,64,
16799,0,2913,1404,218,75,132,
16806,0,2554,1419,272,106,151,1.0
16806,0,2706,874,3,118,175,0.0
16806,0,2798,1835,111,84,215,
16806,0,2911,1646,222,98,121,0.0
16806,0,2912,1550,207,74,121,
16807,0,2554,1412,263,113,163,1.0
16807,0,2706,874,3,118,175,0.0
16807,0,2798,1836,111,83,224,
16807,0,2915,1470,211,62,96,
16807,0,2918,1471,218,159,285,
16809,0,2554,1410,260,104,167,1.0
16809,0,2706,874,2,118,176,0.0
16809,0,2798,1835,111,84,214,
16809,0,2915,1472,211,61,96,
16809,0,2918,1465,219,169,282,
16810,0,2554,1407,256,109,167,1.0
16810,0,2706,873,3,119,175,0.0
16810,0,2798,1837,111,81,212,
16810,0,2911,1650,220,95,125,0.0
16810,0,2915,1473,211,65,97,
16810,0,2918,1463,221,181,276,
16811,0,2554,1411,259,105,166,1.0
16811,0,2706,872,3,121,175,0.0
16811,0,2798,1837,111,81,206,
16811,0,2911,1657,220,87,123,0.0
16811,0,2915,1472,211,65,101,
16811,0,2918,1466,223,178,271,
16816,0,2554,1407,260,111,168,1.0
16816,0,2706,872,4,121,174,0.0
16816,0,2798,1836,112,83,209,
16816,0,2911,1653,222,89,126,0.0
16816,0,2915,1470,212,62,92,
16816,0,2918,1468,226,185,269,
16831,0,2554,1408,230,105,198,1.0
16831,0,2706,871,8,121,171,0.0
16831,0,2798,1839,111,80,212,
16831,0,2911,1658,217,80,118,0.0
16831,0,2918,1525,247,204,246,
16831,0,2920,1431,213,175,215,
16833,0,2554,1414,284,101,148,1.0
16833,0,2706,871,12,120,167,0.0
16833,0,2798,1839,112,80,210,
16833,0,2911,1666,219,75,122,0.0
16833,0,2913,1412,216,78,118,
16833,0,2918,1526,237,173,253,
16839,0,2554,1414,283,109,168,1.0
16839,0,2706,873,8,119,171,0.0
16839,0,2798,1833,112,86,224,
16839,0,2911,1658,222,85,121,0.0
16839,0,2918,1537,214,212,251,
16839,0,2920,1463,214,132,223,
16841,0,2554,1411,281,111,171,1.0
16841,0,2706,871,12,121,166,0.0
16841,0,2798,1838,112,81,214,
16841,0,2913,1410,221,74,123,
16841,0,2920,1467,214,132,223,
16842,0,2554,1413,280,110,172,1.0
16842,0,2706,872,12,119,166,0.0
16842,0,2798,1839,112,80,214,
16842,0,2918,1539,208,203,252,
16842,0,2920,1463,213,137,218,
16847,0,2554,1408,245,107,195,1.0
16847,0,2706,869,1,122,177,0.0
16847,0,2798,1839,113,79,214,
16847,0,2911,1665,224,71,120,0.0
16847,0,2918,1534,231,138,220,
16855,0,2554,1411,243,104,193,1.0
16855,0,2706,869,2,122,176,0.0
16855,0,2798,1839,112,80,212,
16855,0,2893,1736,186,44,83,
16855,0,2911,1675,223,67,125,0.0
16855,0,2920,1478,231,131,219,
16855,0,2921,1823,228,64,113,
16856,0,2554,1413,245,101,194,1.0
16856,0,2706,871,2,120,176,0.0
16856,0,2798,1841,112,78,209,
16856,0,2893,1738,186,41,83,
16856,0,2911,1677,223,65,124,0.0
16856,0,2920,1477,229,132,224,
16856,0,2921,1826,228,61,113,
16857,0,2554,1413,257,101,184,1.0
16857,0,2706,870,2,122,176,0.0
16857,0,2798,1842,112,77,208,
16857,0,2893,1739,185,40,84,
16857,0,2911,1675,225,67,124,0.0
16857,0,2920,1473,231,139,223,
16874,0,2554,1417,244,98,203,1.0
16874,0,2706,868,5,126,176,0.0
16874,0,2798,1838,112,81,216,
16874,0,2893,1733,184,46,84,
16874,0,2918,1568,238,169,267,
16874,0,2920,1484,246,131,184,
16877,0,2554,1418,241,96,203,1.0
16877,0,2706,868,5,126,175,0.0
16877,0,2798,1835,113,84,221,
16877,0,2893,1738,187,39,85,
16877,0,2918,1587,258,157,246,
16877,0,2920,1473,233,139,196,
16894,0,2554,1416,245,94,194,1.0
16894,0,2706,870,17,121,160,0.0
16894,0,2798,1819,111,100,239,
16894,0,2893,1727,182,58,142,
16894,0,2918,1634,300,142,204,
16894,0,2920,1481,230,136,204,
16894,0,2921,1813,219,91,134,
16910,0,2554,1417,239,93,204,1.0
16910,0,2706,869,13,123,165,0.0
16910,0,2798,1836,112,83,232,
16910,0,2893,1735,181,61,140,
16910,0,2918,1660,268,129,202,
16910,0,2920,1513,231,103,198,
16910,0,2921,1820,218,70,145,
16910,0,2933,1460,223,86,215,
16911,0,2554,1417,239,93,205,1.0
16911,0,2706,867,14,125,164,0.0
16911,0,2798,1841,112,78,229,
16911,0,2893,1736,181,55,118,
16911,0,2918,1663,272,129,202,
16911,0,2920,1514,233,103,195,
16911,0,2921,1820,218,70,146,
16914,0,2554,1418,243,91,200,1.0
16914,0,2706,870,14,121,163,0.0
16914,0,2798,1836,113,83,230,
16914,0,2893,1736,184,52,108,
16914,0,2918,1671,286,125,173,
16914,0,2920,1514,238,101,189,
16914,0,2921,1813,215,87,147,
16914,0,2933,1467,224,102,216,
16920,0,2554,1425,239,86,201,1.0
16920,0,2706,871,14,121,165,0.0
16920,0,2798,1842,111,77,209,
16920,0,2893,1734,184,53,105,
16920,0,2918,1677,279,121,176,
16920,0,2920,1479,226,137,206,
16920,0,2921,1823,219,67,144,
16920,0,2933,1444,207,113,249,
16928,0,2554,1426,252,89,188,1.0
16928,0,2706,872,15,119,164,0.0
16928,0,2798,1836,109,83,216,
16928,0,2893,1728,184,62,101,
16928,0,2918,1689,270,115,162,
16928,0,2920,1509,242,109,187,
16928,0,2921,1818,262,74,109,
16928,0,2933,1450,217,134,226,
16928,0,2935,1650,221,77,110,
16930,0,2554,1425,247,94,191,1.0
16930,0,2706,872,15,119,164,0.0
16930,0,2798,1838,110,81,209,
16930,0,2893,1730,183,61,103,
16930,0,2918,1692,277,110,155,
16930,0,2920,1503,239,114,188,
16930,0,2921,1816,263,93,111,
16932,0,2554,1422,247,95,192,1.0
16932,0,2706,871,13,120,166,0.0
16932,0,2798,1838,110,81,208,
16932,0,2893,1731,184,59,99,
16932,0,2918,1690,267,113,162,
16932,0,2921,1817,269,94,110,
16932,0,2933,1446,219,173,215,
16940,0,2554,1420,246,90,186,1.0
16940,0,2706,865,5,129,172,0.0
16940,0,2798,1838,110,81,208,
16940,0,2893,1732,187,60,104,
16940,0,2918,1704,260,110,163,
16940,0,2921,1819,274,99,117,
16940,0,2933,1454,214,165,220,
16952,0,2554,1416,242,95,192,1.0
16952,0,2706,869,9,124,168,0.0
16952,0,2798,1842,112,77,201,
16952,0,2893,1730,188,64,100,
16952,0,2918,1728,273,95,138,
16952,0,2920,1467,227,151,205,
16952,0,2921,1819,275,97,119,
16954,0,2554,1413,238,98,199,1.0
16954,0,2706,871,11,120,166,0.0
16954,0,2798,1842,112,77,205,
16954,0,2893,1733,191,61,97,
16954,0,2918,1728,260,101,149,
16954,0,2920,1463,223,158,206,
16954,0,2921,1814,285,61,110,
16954,0,2933,1460,221,160,210,
16967,0,2554,1412,237,100,201,1.0
16967,0,2706,872,11,120,167,0.0
16967,0,2798,1841,113,78,196,
16967,0,2893,1737,198,55,87,
16967,0,2918,1739,274,97,125,
16967,0,2920,1466,220,150,210,
16967,0,2921,1812,279,101,128,
16979,0,2554,1412,236,100,209,1.0
16979,0,2706,870,8,122,170,0.0
16979,0,2798,1842,111,77,206,
16979,0,2918,1742,217,137,181,
16979,0,2920,1471,223,146,207,
16993,0,2554,1412,238,101,205,1.0
16993,0,2706,871,14,122,166,0.0
16993,0,2893,1731,203,67,80,
16993,0,2918,1750,257,93,126,
16993,0,2920,1467,221,149,206,
16993,0,2942,1802,298,70,136,0.0
16993,0,2943,1724,201,88,168,
17014,0,2554,1407,240,108,203,1.0
17014,0,2706,869,11,123,170,0.0
17014,0,2920,1470,216,147,211,
17014,0,2921,1793,261,123,184,
17014,0,2943,1730,204,97,158,
17016,0,2554,1406,239,110,204,1.0
17016,0,2706,869,13,123,168,0.0
17016,0,2798,1844,114,75,202,
17016,0,2920,1470,215,147,212,
17016,0,2921,1786,276,114,170,
17024,0,2554,1407,234,107,208,1.0
17024,0,2706,868,14,123,166,0.0
17024,0,2918,1797,209,71,138,
17024,0,2920,1471,216,145,212,
17024,0,2942,1788,317,89,146,0.0
17024,0,2943,1737,204,80,159,
17026,0,2554,1408,235,106,208,1.0
17026,0,2706,867,12,124,168,0.0
17026,0,2920,1470,215,147,214,
17026,0,2942,1786,303,99,164,0.0
17026,0,2943,1750,200,101,165,
17032,0,2554,1408,233,108,207,1.0
17032,0,2706,866,11,126,169,0.0
17032,0,2893,1762,211,53,107,
17032,0,2920,1462,215,155,219,
17032,0,2942,1784,321,91,143,0.0
17032,0,2943,1760,212,54,102,
17097,0,2554,1413,245,98,199,1.0
17097,0,2706,868,8,123,171,0.0
17097,0,2893,1765,203,55,111,
17097,0,2920,1477,228,142,204,
17097,0,2942,1698,359,137,188,0.0
17136,0,2554,1409,240,105,206,1.0
17136,0,2706,866,2,126,177,0.0
17136,0,2893,1778,211,65,106,
17136,0,2920,1466,220,151,214,
17136,0,2942,1586,346,187,242,0.0
17149,0,2554,1409,238,103,208,1.0
17149,0,2706,866,3,126,174,0.0
17149,0,2893,1772,216,58,99,
17149,0,2920,1464,223,138,221,
17149,0,2942,1496,270,229,319,0.0
17149,0,2963,1841,113,78,209,
17149,0,2965,1735,188,51,102,
17158,0,2554,1407,236,106,200,1.0
17158,0,2706,865,3,126,174,0.0
17158,0,2893,1772,215,55,102,
17158,0,2920,1453,225,111,201,
17158,0,2942,1450,257,208,298,0.0
17158,0,2963,1842,113,77,213,
17158,0,2965,1742,192,46,100,
17159,0,2554,1405,244,109,194,1.0
17159,0,2706,863,3,128,176,0.0
17159,0,2893,1770,211,56,107,
17159,0,2920,1462,220,112,188,
17159,0,2942,1450,265,208,296,0.0
17159,0,2963,1842,113,77,213,
17159,0,2965,1734,195,56,110,
17162,0,2554,1407,248,109,180,1.0
17162,0,2706,861,5,131,173,0.0
17162,0,2893,1772,212,55,107,
17162,0,2942,1404,262,225,299,0.0
17162,0,2963,1842,113,77,213,
17162,0,2965,1735,207,45,100,
17169,0,2706,865,2,128,176,0.0
17169,0,2893,1775,205,52,113,
17169,0,2942,1323,245,264,289,0.0
17169,0,2963,1841,114,78,215,
17169,0,2965,1731,210,61,102,
17172,0,2706,867,5,125,174,0.0
17172,0,2893,1772,208,53,110,
17172,0,2942,1324,218,293,303,0.0
17172,0,2963,1841,114,78,213,
17172,0,2965,1729,214,61,99,
17192,0,2554,1405,241,115,200,1.0
17192,0,2706,862,5,129,175,0.0
17192,0,2893,1772,208,50,111,
17192,0,2942,1092,126,262,332,0.0
17192,0,2963,1839,112,80,209,
17192,0,2970,1477,220,140,206,
17192,0,2974,762,1,103,100,
17198,0,2554,1407,241,108,199,1.0
17198,0,2706,867,12,121,167,0.0
17198,0,2893,1773,203,53,119,
17198,0,2942,1056,96,221,338,0.0
17198,0,2963,1840,113,79,210,
17198,0,2970,1474,220,143,207,
17198,0,2975,1681,225,63,129,
17198,0,2976,629,0,79,67,0.0
17201,0,2554,1407,242,107,197,1.0
17201,0,2706,870,12,119,169,0.0
17201,0,2893,1767,201,55,123,
17201,0,2942,1056,79,193,326,0.0
17201,0,2963,1842,114,77,210,
17201,0,2970,1473,218,147,210,
17201,0,2974,763,4,102,98,
17201,0,2975,1674,226,68,125,
17201,0,2976,608,0,104,71,0.0
17201,0,2977,1705,216,55,125,
17202,0,2554,1407,241,106,197,1.0
17202,0,2706,872,12,117,169,0.0
17202,0,2893,1772,201,55,123,
17202,0,2942,1054,73,186,331,0.0
17202,0,2963,1842,114,77,210,
17202,0,2970,1473,220,145,208,
17202,0,2974,763,4,101,99,
17202,0,2975,1674,225,69,126,
17202,0,2976,635,1,87,70,0.0
17202,0,2977,1706,216,55,123,
17203,0,2554,1407,241,106,196,1.0
17203,0,2706,873,7,116,175,0.0
17203,0,2893,1773,205,55,117,
17203,0,2942,1052,66,175,339,0.0
17203,0,2963,1841,114,78,211,
17203,0,2970,1472,220,144,208,
17203,0,2974,764,3,99,102,
17203,0,2975,1671,225,71,127,
17203,0,2976,644,2,79,70,0.0
17203,0,2977,1712,216,52,120,
17204,0,2554,1408,241,104,196,1.0
17204,0,2706,874,7,114,176,0.0
17204,0,2893,1770,203,59,118,
17204,0,2942,1040,61,177,347,0.0
17204,0,2963,1841,114,78,211,
17204,0,2970,1473,220,145,208,
17204,0,2974,761,3,103,101,
17204,0,2975,1673,225,70,126,
17204,0,2976,654,1,68,73,0.0
17204,0,2977,1708,218,51,120,
17205,0,2554,1408,240,105,199,1.0
17205,0,2706,872,5,117,181,0.0
17205,0,2893,1771,203,63,119,
17205,0,2942,1033,56,170,350,0.0
17205,0,2963,1841,114,78,210,
17205,0,2970,1474,220,145,208,
17205,0,2974,760,3,105,100,
17205,0,2975,1677,225,67,126,
17205,0,2976,655,0,67,79,0.0
17205,0,2977,1708,218,51,120,
17209,0,2554,1406,239,109,203,1.0
17209,0,2706,870,7,121,181,0.0
17209,0,2893,1769,205,64,114,
17209,0,2942,939,47,217,351,0.0
17209,0,2963,1845,113,74,212,
17209,0,2970,1473,219,145,210,
17209,0,2974,762,2,101,99,
17209,0,2975,1683,225,61,128,
17209,0,2976,586,0,126,93,0.0
17212,0,2554,1406,239,109,203,1.0
17212,0,2706,871,5,126,187,0.0
17212,0,2893,1768,205,69,116,
17212,0,2942,928,34,203,375,0.0
17212,0,2963,1841,114,78,211,
17212,0,2970,1477,218,141,210,
17212,0,2974,762,1,102,101,
17212,0,2975,1681,226,63,128,
17212,0,2976,621,0,99,98,0.0
17213,0,2554,1408,240,107,202,1.0
17213,0,2706,870,6,125,178,0.0
17213,0,2893,1769,205,73,116,
17213,0,2942,927,29,210,384,0.0
17213,0,2963,1841,114,78,211,
17213,0,2970,1477,219,141,209,
17213,0,2974,763,2,103,100,
17213,0,2975,1679,227,67,127,
17213,0,2976,623,1,100,97,0.0
17214,0,2554,1406,239,110,203,1.0
17214,0,2706,872,9,122,172,0.0
17214,0,2893,1767,205,71,116,
17214,0,2942,926,26,196,369,0.0
17214,0,2963,1842,114,77,211,
17214,0,2970,1475,219,142,209,
17214,0,2974,764,2,102,99,
17214,0,2975,1682,227,64,127,
17214,0,2976,609,2,114,97,0.0
17217,0,2554,1406,237,110,206,1.0
17217,0,2706,874,8,125,172,0.0
17217,0,2893,1767,203,49,117,
17217,0,2942,924,15,157,316,0.0
17217,0,2963,1840,112,79,214,
17217,0,2970,1468,224,150,200,
17217,0,2974,760,2,105,100,
17217,0,2975,1688,226,59,127,
17217,0,2976,637,3,106,96,0.0
17217,0,2982,592,0,120,81,
17221,0,2554,1407,238,109,206,1.0
17221,0,2893,1767,206,53,110,
17221,0,2942,828,4,213,335,0.0
17221,0,2963,1839,111,80,215,
17221,0,2970,1471,224,147,199,
17221,0,2974,762,0,103,103,
17221,0,2975,1688,225,58,130,
17221,0,2976,681,0,70,105,0.0
17221,0,2982,631,0,54,66,
17222,0,2554,1408,238,105,206,1.0
17222,0,2893,1771,207,49,109,
17222,0,2942,817,5,236,334,0.0
17222,0,2963,1839,111,80,214,
17222,0,2970,1468,225,149,198,
17222,0,2974,763,1,99,101,
17222,0,2975,1687,225,57,130,
17222,0,2976,682,0,71,112,0.0
17222,0,2982,641,0,46,64,
17223,0,2554,1407,237,107,208,1.0
17223,0,2893,1770,203,47,114,
17223,0,2942,803,11,243,320,0.0
17223,0,2963,1839,111,80,214,
17223,0,2970,1468,225,149,199,
17223,0,2974,766,1,96,101,
17223,0,2975,1685,225,61,129,
17223,0,2976,680,1,83,116,0.0
17223,0,2982,644,0,47,71,
17224,0,2554,1407,237,107,208,1.0
17224,0,2893,1772,203,49,114,
17224,0,2942,803,5,200,317,0.0
17224,0,2963,1839,111,80,213,
17224,0,2970,1466,227,151,204,
17224,0,2974,764,1,101,101,
17224,0,2975,1685,225,61,129,
17224,0,2976,690,3,72,115,0.0
17224,0,2982,647,0,51,68,
17226,0,2554,1408,238,106,207,1.0
17226,0,2893,1772,205,49,111,
17226,0,2942,804,2,181,321,0.0
17226,0,2963,1840,111,79,213,
17226,0,2970,1465,226,153,199,
17226,0,2975,1687,226,57,127,
17226,0,2976,693,4,68,125,0.0
17226,0,2982,648,0,47,74,
17228,0,2554,1407,238,107,208,1.0
17228,0,2893,1770,208,47,107,
17228,0,2942,801,3,174,283,0.0
17228,0,2963,1839,112,80,212,
17228,0,2970,1472,221,144,207,
17228,0,2975,1687,226,57,128,
17228,0,2976,702,4,64,124,0.0
17228,0,2982,648,0,55,77,
17229,0,2554,1407,238,107,208,1.0
17229,0,2893,1772,209,46,105,
17229,0,2942,799,0,162,283,0.0
17229,0,2963,1839,112,80,211,
17229,0,2970,1471,223,146,206,
17229,0,2975,1687,226,57,128,
17229,0,2976,709,3,85,125,0.0
17229,0,2982,648,0,57,71,
17244,0,2554,1413,248,101,188,1.0
17244,0,2706,867,3,124,179,0.0
17244,0,2942,681,1,140,228,0.0
17244,0,2963,1851,118,68,212,
17244,0,2970,1450,240,167,191,
17270,0,2554,1411,248,105,191,1.0
17270,0,2893,1767,213,49,97,
17270,0,2942,563,0,82,160,0.0
17270,0,2963,1845,115,74,209,
17270,0,2970,1462,231,156,197,
17270,0,2976,831,1,134,282,0.0
17270,0,2988,746,0,98,196,0.0
17280,0,2554,1411,246,105,194,1.0
17280,0,2893,1764,216,47,96,
17280,0,2942,546,0,82,138,0.0
17280,0,2963,1845,115,74,211,
17280,0,2970,1450,236,167,197,
17280,0,2976,860,26,150,320,0.0
17280,0,2988,761,3,95,223,0.0
17291,0,2554,1411,251,105,188,1.0
17291,0,2706,908,3,82,160,0.0
17291,0,2942,534,0,71,98,0.0
17291,0,2963,1844,112,75,219,
17291,0,2970,1458,233,161,193,
17291,0,2976,913,82,153,337,0.0
17291,0,2988,792,0,128,291,0.0
17292,0,2554,1411,251,105,187,1.0
17292,0,2706,915,3,76,168,0.0
17292,0,2942,514,0,89,99,0.0
17292,0,2963,1845,112,74,219,
17292,0,2970,1457,233,163,192,
17292,0,2976,920,84,151,366,0.0
17292,0,2988,793,0,140,295,0.0
17294,0,2554,1411,252,105,186,1.0
17294,0,2706,915,3,76,167,0.0
17294,0,2942,545,0,44,96,0.0
17294,0,2963,1844,113,75,219,
17294,0,2970,1467,244,153,184,
17294,0,2976,932,93,150,362,0.0
17294,0,2988,800,1,133,289,0.0
17294,0,2998,765,8,43,92,
17301,0,2554,1412,247,107,190,1.0
17301,0,2893,1773,206,50,109,
17301,0,2942,533,0,52,90,0.0
17301,0,2963,1845,112,74,219,
17301,0,2970,1445,240,170,193,
17301,0,2976,962,112,159,366,0.0
17301,0,2988,820,20,129,347,0.0
17301,0,2998,766,6,44,96,
17302,0,2554,1411,248,108,190,1.0
17302,0,2893,1766,205,55,111,
17302,0,2942,531,0,50,91,0.0
17302,0,2963,1844,112,75,218,
17302,0,2970,1446,240,169,194,
17302,0,2976,965,116,160,378,0.0
17302,0,2988,824,30,110,352,0.0
17302,0,2998,766,6,47,96,
17309,0,2554,1410,242,109,197,1.0
17309,0,2893,1769,208,58,106,
17309,0,2963,1845,114,74,219,
17309,0,2970,1454,229,160,205,
17309,0,2976,1019,174,166,373,0.0
17309,0,2988,844,43,138,345,0.0
17309,0,2998,765,6,46,100,
17315,0,2554,1413,245,104,195,1.0
17315,0,2706,874,26,108,145,0.0
17315,0,2893,1773,210,56,103,
17315,0,2963,1844,116,75,214,
17315,0,2970,1455,231,158,203,
17315,0,2976,1018,215,213,382,0.0
17315,0,2988,857,94,164,365,0.0
17315,0,2998,766,6,43,94,
17326,0,2554,1418,252,101,190,1.0
17326,0,2706,870,5,119,178,0.0
17326,0,2963,1842,113,77,216,
17326,0,2970,1449,225,169,209,
17326,0,2976,1073,315,237,377,0.0
17326,0,2988,916,151,187,392,0.0
17326,0,2998,765,6,45,99,
17328,0,2554,1418,250,103,194,1.0
17328,0,2706,870,7,121,178,0.0
17328,0,2963,1844,113,75,217,
17328,0,2970,1443,229,175,207,
17328,0,2976,1071,339,258,386,0.0
17328,0,2988,928,168,209,415,0.0
17328,0,2998,765,6,45,97,
17338,0,2554,1415,242,103,202,1.0
17338,0,2706,879,7,110,170,0.0
17338,0,2963,1844,113,75,219,
17338,0,2970,1448,227,173,212,
17338,0,2976,1141,470,306,339,0.0
17338,0,2988,984,240,199,376,0.0
17338,0,2998,766,7,43,91,
17339,0,2554,1417,241,101,201,1.0
17339,0,2706,879,7,110,170,0.0
17339,0,2963,1844,113,75,218,
17339,0,2970,1443,230,179,209,
17339,0,2976,1154,486,300,337,0.0
17339,0,2988,985,250,202,370,0.0
17339,0,2998,765,8,46,90,
17342,0,2554,1417,240,99,201,1.0
17342,0,2706,879,7,110,169,0.0
17342,0,2963,1847,113,72,217,
17342,0,2970,1455,230,167,205,
17342,0,2976,1150,540,328,295,0.0
17342,0,2988,988,276,225,427,0.0
17342,0,2998,766,7,45,95,
17342,0,3003,1643,230,97,117,0.0
17344,0,2554,1420,237,96,208,1.0
17344,0,2706,878,5,110,172,0.0
17344,0,2963,1848,114,71,218,
17344,0,2970,1438,232,172,209,
17344,0,2976,1167,573,321,361,0.0
17344,0,2988,992,310,249,423,0.0
17344,0,2998,764,6,47,97,
17344,0,3003,1643,230,97,117,0.0
17345,0,2554,1418,237,100,207,1.0
17345,0,2706,878,4,109,174,0.0
17345,0,2963,1847,114,72,218,
17345,0,2970,1500,237,117,198,
17345,0,2976,1180,600,321,381,0.0
17345,0,2988,992,318,262,428,0.0
17345,0,2998,764,7,48,94,
17345,0,3003,1644,231,95,116,0.0
17348,0,2554,1417,239,99,204,1.0
17348,0,2706,871,3,120,174,0.0
17348,0,2963,1847,114,72,217,
17348,0,2970,1484,238,133,196,
17348,0,2976,1203,653,329,340,0.0
17348,0,2988,1009,341,265,421,0.0
17348,0,2998,765,8,47,89,
17348,0,3003,1643,230,94,117,0.0
17350,0,2554,1418,239,98,203,1.0
17350,0,2706,872,5,118,172,0.0
17350,0,2963,1848,114,71,218,
17350,0,2970,1480,237,135,196,
17350,0,2976,1213,677,343,322,0.0
17350,0,2988,1029,350,263,414,0.0
17350,0,2998,766,7,45,92,
17350,0,3003,1656,231,86,119,0.0
17394,0,2554,1414,243,100,203,1.0
17394,0,2706,865,5,126,172,0.0
17394,0,2893,1758,208,53,100,
17394,0,2963,1845,113,74,217,
17394,0,2970,1465,225,151,214,
17394,0,3013,1567,239,56,149,1.0
17400,0,2554,1416,259,98,188,1.0
17400,0,2706,868,5,122,174,0.0
17400,0,2893,1761,207,44,100,
17400,0,2963,1844,113,75,219,
17400,0,2970,1521,276,98,157,
17400,0,3013,1559,250,61,157,1.0
17411,0,2554,1419,244,92,200,1.0
17411,0,2706,869,4,121,173,0.0
17411,0,2893,1759,209,49,100,
17411,0,2963,1844,113,75,220,
17411,0,2970,1462,228,151,211,
17411,0,3013,1562,248,55,153,1.0
17411,0,3016,1670,227,59,124,0.0
17411,0,3017,1574,239,40,81,1.0
17412,0,2554,1418,242,94,203,1.0
17412,0,2706,868,3,123,174,0.0
17412,0,2893,1761,209,44,100,
17412,0,2963,1844,113,75,220,
17412,0,2970,1484,235,132,202,
17412,0,3013,1561,250,57,150,1.0
17416,0,2554,1415,244,98,202,1.0
17416,0,2706,869,5,123,173,0.0
17416,0,2893,1755,207,47,103,
17416,0,2963,1845,113,74,218,
17416,0,2970,1466,227,151,210,
17416,0,3013,1524,281,95,149,1.0
17416,0,3017,1574,239,40,80,1.0
17417,0,2554,1416,247,98,198,1.0
17417,0,2706,869,4,122,175,0.0
17417,0,2893,1754,209,49,102,
17417,0,2963,1845,113,74,218,
17417,0,2970,1491,237,125,199,
17417,0,3013,1521,283,99,149,1.0
17426,0,2554,1416,250,98,195,1.0
17426,0,2706,867,2,125,175,0.0
17426,0,2893,1750,211,51,96,
17426,0,2963,1845,113,74,218,
17426,0,2970,1514,256,102,176,
17426,0,3016,1687,224,51,127,0.0
17427,0,2554,1416,248,99,196,1.0
17427,0,2706,869,5,123,172,0.0
17427,0,2893,1755,206,50,103,
17427,0,2963,1845,113,74,218,
17427,0,2970,1495,243,121,190,
17427,0,3016,1689,223,50,129,0.0
17429,0,2554,1417,250,99,195,1.0
17429,0,2706,872,7,119,171,0.0
17429,0,2893,1755,206,47,102,
17429,0,2963,1844,114,75,217,
17429,0,2970,1485,244,131,189,
17429,0,3016,1681,227,61,124,0.0
17429,0,3020,1710,221,43,111,
17430,0,2554,1417,250,99,194,1.0
17430,0,2706,873,9,119,168,0.0
17430,0,2893,1754,205,49,104,
17430,0,2963,1845,115,74,217,
17430,0,2970,1456,231,161,202,
17430,0,3013,1523,283,97,147,1.0
17430,0,3016,1686,225,53,125,0.0
17430,0,3020,1736,212,46,104,
17438,0,2554,1417,264,96,176,1.0
17438,0,2706,868,4,124,173,0.0
17438,0,2893,1751,198,49,102,
17438,0,2963,1844,116,75,218,
17438,0,2970,1499,255,118,179,
17438,0,3023,765,7,45,94,
17446,0,2554,1418,266,96,175,1.0
17446,0,2706,867,2,125,174,0.0
17446,0,2893,1745,195,55,111,
17446,0,2963,1845,116,74,219,
17446,0,2970,1498,259,120,175,
17446,0,3023,765,7,47,95,
17447,0,2554,1418,265,95,176,1.0
17447,0,2706,867,3,125,173,0.0
17447,0,2893,1744,195,53,112,
17447,0,2963,1845,116,74,219,
17447,0,2970,1500,254,116,180,
17447,0,3023,766,7,46,95,
17456,0,2554,1418,263,95,171,1.0
17456,0,2706,865,6,126,170,0.0
17456,0,2893,1745,197,49,111,
17456,0,2963,1847,117,72,218,
17456,0,2970,1482,248,138,187,
17456,0,3023,765,7,47,96,
17471,0,2554,1417,260,96,175,1.0
17471,0,2706,868,4,122,173,0.0
17471,0,2893,1730,194,55,102,
17471,0,2963,1846,117,73,216,
17471,0,2970,1487,235,130,201,
17471,0,3023,766,6,47,97,
17477,0,2554,1419,266,94,164,1.0
17477,0,2706,867,5,124,171,0.0
17477,0,2893,1731,192,59,116,
17477,0,2963,1845,117,74,216,
17477,0,2970,1459,229,159,206,
17477,0,3023,765,7,49,98,
17477,0,3027,1702,229,41,120,
17477,0,3028,1424,232,59,99,
17478,0,2554,1418,263,94,167,1.0
17478,0,2706,865,5,126,172,0.0
17478,0,2893,1730,190,65,117,
17478,0,2963,1845,117,74,216,
17478,0,2970,1456,229,162,206,
17478,0,3023,765,7,49,98,
17478,0,3027,1702,229,41,121,
17481,0,2554,1419,262,94,171,1.0
17481,0,2706,865,4,127,172,0.0
17481,0,2893,1733,188,52,110,
17481,0,2963,1845,117,74,216,
17481,0,2970,1455,229,163,206,
17481,0,3023,765,7,49,97,
17481,0,3028,1424,231,62,101,
17482,0,2554,1420,258,92,175,1.0
17482,0,2706,866,3,125,173,0.0
17482,0,2893,1734,192,59,118,
17482,0,2963,1844,117,75,217,
17482,0,2970,1484,235,133,201,
17482,0,3023,765,7,48,97,
17482,0,3027,1701,232,43,118,
17482,0,3028,1423,231,63,101,
17483,0,2554,1418,256,94,174,1.0
17483,0,2706,865,3,127,173,0.0
17483,0,2893,1731,192,61,118,
17483,0,2963,1845,117,74,216,
17483,0,2970,1490,237,127,199,
17483,0,3023,766,7,47,97,
17483,0,3027,1701,233,43,117,
17483,0,3028,1423,231,64,101,
17484,0,2554,1418,260,94,170,1.0
17484,0,2706,866,3,126,173,0.0
